event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,notes,fatalities,timestamp
SUD948,2024-02-09,2024,Battles,Government regains territory,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,South Darfur,,,Nyala,12.3389,24.6499,1,AFP,"Battles between Sudan Armed Forces and Rapid Support Forces in Nyala, Sudan.",4,20240209
SUD950,2024-02-09,2024,Battles,Armed clash,Sudan Armed Forces,,1,Sudan People's Liberation Movement-North,,2,12,Sudan,North Darfur,,,El Fasher,13.7348,25.5179,1,Local sources,"Battles between Sudan Armed Forces and Sudan People's Liberation Movement-North in El Fasher, Sudan.",11,20240209
ETH10,2024-02-10,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Afar,,,Semera,11.7749,41.2418,1,UN OCHA,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Semera, Ethiopia.",3,20240210
SUD345,2024-02-10,2024,Explosions/Remote violence,Air/drone strike,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,Khartoum,,,Khartoum,15.534,31.8566,1,AFP,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in Khartoum, Sudan.",4,20240210
DEM476,2024-02-11,2024,Battles,Armed clash,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Goma,-1.3484,29.4729,1,Reuters,"Battles between MONUSCO Forces and M23 in Goma, Democratic Republic of Congo.",15,20240211
SUD11,2024-02-13,2024,Explosions/Remote violence,Suicide bomb,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,Blue Nile,,,Ed Damazin,11.6563,34.3452,1,Reuters,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in Ed Damazin, Sudan.",1,20240213
SOU516,2024-02-13,2024,Battles,Non-state actor overtakes territory,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Central Equatoria,,,Juba,4.9693,31.689,1,UN OCHA,"Battles between South Sudan People's Defence Forces and National Salvation Front in Juba, South Sudan.",8,20240213
DEM860,2024-02-13,2024,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,FDLR,,2,12,Democratic Republic of Congo,South Kivu,,,Bukavu,-2.5098,29.3334,1,BBC,"Battles between Armed Forces of the DRC (FARDC) and FDLR in Bukavu, Democratic Republic of Congo.",2,20240213
ETH162,2024-02-14,2024,Battles,Government regains territory,Fano (Amhara Militia),,3,Oromo Liberation Army,,2,32,Ethiopia,SNNPR,,,Hawassa,6.9576,38.6335,1,Radio Ergo,"Battles between Fano (Amhara Militia) and Oromo Liberation Army in Hawassa, Ethiopia.",15,20240214
SOM453,2024-02-14,2024,Battles,Government regains territory,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Banadir,,,Mogadishu,1.7354,45.1315,1,Radio Ergo,"Battles between Al-Shabaab and ATMIS Forces in Mogadishu, Somalia.",8,20240214
ETH1056,2024-02-14,2024,Violence against civilians,Looting/property destruction,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Ethiopia,Oromia,,,Jimma,7.7269,36.4891,1,Reuters,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Jimma, Ethiopia.",3,20240214
DEM71,2024-02-15,2024,Battles,Non-state actor overtakes territory,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Goma,-1.7459,29.0614,1,UN OCHA,"Battles between MONUSCO Forces and M23 in Goma, Democratic Republic of Congo.",1,20240215
SOM312,2024-02-15,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Jubbaland Security Forces,,1,21,Somalia,Middle Juba,,,Bu'aale,1.4242,42.7808,1,Reuters,"Battles between Al-Shabaab and Jubbaland Security Forces in Bu'aale, Somalia.",9,20240215
ETH773,2024-02-16,2024,Battles,Government regains territory,Ethiopian National Defense Force,,1,Oromo Liberation Army,,2,12,Ethiopia,SNNPR,,,Hawassa,7.0137,38.2138,1,AFP,"Battles between Ethiopian National Defense Force and Oromo Liberation Army in Hawassa, Ethiopia.",18,20240216
ETH1014,2024-02-16,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Amhara,,,Bahir Dar,11.1797,38.3067,1,Local sources,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Bahir Dar, Ethiopia.",2,20240216
ETH21,2024-02-17,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Tigray,,,Mekelle,13.4983,39.6702,1,Local sources,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Mekelle, Ethiopia.",2,20240217
SOM744,2024-02-17,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Kenya Defence Forces,,1,21,Somalia,Lower Juba,,,Kismayo,-0.2159,42.7532,1,Local sources,"Battles between Al-Shabaab and Kenya Defence Forces in Kismayo, Somalia.",6,20240217
SOM387,2024-02-18,2024,Strategic developments,Non-violent transfer of territory,Somalia National Army,,1,Al-Shabaab,,2,12,Somalia,Lower Shabelle,,,Afgooye,2.5091,45.2045,1,Reuters,"Strategic developments between Somalia National Army and Al-Shabaab in Afgooye, Somalia.",0,20240218
SUD774,2024-02-18,2024,Battles,Non-state actor overtakes territory,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,Gedaref,,,Gedaref,13.7394,35.0888,1,Local sources,"Battles between Sudan Armed Forces and Rapid Support Forces in Gedaref, Sudan.",10,20240218
DEM882,2024-02-19,2024,Battles,Non-state actor overtakes territory,M23,,2,FDLR,,2,22,Democratic Republic of Congo,Ituri,,,Bunia,1.3149,30.4959,1,Radio Ergo,"Battles between M23 and FDLR in Bunia, Democratic Republic of Congo.",14,20240219
SOU236,2024-02-20,2024,Battles,Non-state actor overtakes territory,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Jonglei,,,Bor,6.2768,32.0082,1,Reuters,"Battles between South Sudan People's Defence Forces and National Salvation Front in Bor, South Sudan.",9,20240220
SOM237,2024-02-20,2024,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Somalia,Lower Shabelle,,,Afgooye,2.1788,45.1343,1,BBC,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Afgooye, Somalia.",2,20240220
SOU583,2024-02-20,2024,Battles,Armed clash,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Upper Nile,,,Malakal,9.3561,31.3697,1,BBC,"Battles between South Sudan People's Defence Forces and National Salvation Front in Malakal, South Sudan.",6,20240220
DEM20,2024-02-21,2024,Battles,Non-state actor overtakes territory,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,Ituri,,,Bunia,1.2722,30.3792,1,Local sources,"Battles between MONUSCO Forces and M23 in Bunia, Democratic Republic of Congo.",0,20240221
SUD65,2024-02-21,2024,Riots,Violent demonstration,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Gedaref,,,Gedaref,13.8774,34.9795,1,Local sources,"Riots between Rioters (Sudan) and Sudan Armed Forces in Gedaref, Sudan.",2,20240221
SUD812,2024-02-21,2024,Riots,Violent demonstration,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,South Darfur,,,Nyala,11.9061,24.5785,1,AFP,"Riots between Rioters (Sudan) and Sudan Armed Forces in Nyala, Sudan.",4,20240221
SUD1003,2024-02-22,2024,Violence against civilians,Attack,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,West Darfur,,,El Geneina,12.9348,22.4359,1,Reuters,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in El Geneina, Sudan.",12,20240222
ETH706,2024-02-25,2024,Violence against civilians,Attack,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Ethiopia,SNNPR,,,Hawassa,6.6733,38.0373,1,AFP,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Hawassa, Ethiopia.",5,20240225
DEM1025,2024-02-25,2024,Violence against civilians,Looting/property destruction,FDLR,,2,Civilians (Somalia),,7,27,Democratic Republic of Congo,Ituri,,,Bunia,0.8336,30.6112,1,AFP,"Violence against civilians between FDLR and Civilians (Somalia) in Bunia, Democratic Republic of Congo.",2,20240225
SOU286,2024-02-26,2024,Battles,Armed clash,South Sudan People's Defence Forces,,1,SPLM-IO,,2,12,South Sudan,Unity,,,Bentiu,9.3741,29.8825,1,Reuters,"Battles between South Sudan People's Defence Forces and SPLM-IO in Bentiu, South Sudan.",16,20240226
ETH532,2024-02-26,2024,Violence against civilians,Looting/property destruction,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Ethiopia,SNNPR,,,Hawassa,7.2792,38.3723,1,BBC,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Hawassa, Ethiopia.",2,20240226
SOM781,2024-02-26,2024,Explosions/Remote violence,Air/drone strike,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Hiraan,,,Beledweyne,5.317,45.4434,1,Local sources,"Explosions/Remote violence between Al-Shabaab and Somalia National Army in Beledweyne, Somalia.",2,20240226
SUD458,2024-02-27,2024,Violence against civilians,Attack,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,West Darfur,,,El Geneina,13.3817,22.2196,1,AFP,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in El Geneina, Sudan.",3,20240227
ETH480,2024-02-27,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Oromia,,,Jimma,7.6717,36.8388,1,BBC,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Jimma, Ethiopia.",2,20240227
ETH1122,2024-02-27,2024,Battles,Armed clash,Amhara Regional Forces,,1,Oromo Liberation Army,,2,12,Ethiopia,Amhara,,,Bahir Dar,11.7521,37.2254,1,Reuters,"Battles between Amhara Regional Forces and Oromo Liberation Army in Bahir Dar, Ethiopia.",11,20240227
SUD518,2024-02-28,2024,Riots,Violent demonstration,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Gedaref,,,Gedaref,13.8618,35.7456,1,Reuters,"Riots between Rioters (Sudan) and Sudan Armed Forces in Gedaref, Sudan.",1,20240228
DEM46,2024-02-29,2024,Battles,Non-state actor overtakes territory,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,Ituri,,,Bunia,1.4421,29.9164,1,BBC,"Battles between MONUSCO Forces and M23 in Bunia, Democratic Republic of Congo.",13,20240229
SOU435,2024-02-29,2024,Battles,Government regains territory,South Sudan People's Defence Forces,,1,SPLM-IO,,2,12,South Sudan,Unity,,,Bentiu,9.1009,29.5055,1,UN OCHA,"Battles between South Sudan People's Defence Forces and SPLM-IO in Bentiu, South Sudan.",9,20240229
SUD703,2024-02-29,2024,Explosions/Remote violence,IED/landmine/UVIED,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,North Darfur,,,El Fasher,13.4492,25.0161,1,Reuters,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in El Fasher, Sudan.",1,20240229
SOM1031,2024-02-29,2024,Explosions/Remote violence,IED/landmine/UVIED,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Banadir,,,Mogadishu,2.1137,45.3321,1,AFP,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Mogadishu, Somalia.",3,20240229
SUD258,2024-03-01,2024,Strategic developments,Agreement,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,West Darfur,,,El Geneina,13.9847,22.9181,1,BBC,"Strategic developments between Sudan Armed Forces and Rapid Support Forces in El Geneina, Sudan.",0,20240301
ETH371,2024-03-02,2024,Battles,Non-state actor overtakes territory,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Tigray,,,Axum,14.1126,39.185,1,BBC,"Battles between Ethiopian National Defense Force and Tigray People's Liberation Front in Axum, Ethiopia.",6,20240302
ETH380,2024-03-02,2024,Battles,Non-state actor overtakes territory,Ethiopian National Defense Force,,1,Oromo Liberation Army,,2,12,Ethiopia,Tigray,,,Axum,14.0381,38.5475,1,Local sources,"Battles between Ethiopian National Defense Force and Oromo Liberation Army in Axum, Ethiopia.",10,20240302
SOU1101,2024-03-02,2024,Battles,Government regains territory,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Upper Nile,,,Malakal,9.1613,31.763,1,Reuters,"Battles between South Sudan People's Defence Forces and National Salvation Front in Malakal, South Sudan.",2,20240302
SUD988,2024-03-04,2024,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,South Darfur,,,Nyala,11.5037,24.7702,1,Local sources,"Protests between Rioters (Sudan) and Sudan Armed Forces in Nyala, Sudan.",3,20240304
SUD316,2024-03-05,2024,Battles,Non-state actor overtakes territory,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,North Darfur,,,El Fasher,13.6331,26.31,1,UN OCHA,"Battles between Sudan Armed Forces and Rapid Support Forces in El Fasher, Sudan.",4,20240305
ETH847,2024-03-05,2024,Protests,Protest with intervention,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Amhara,,,Bahir Dar,11.63,36.93,1,AFP,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Bahir Dar, Ethiopia.",3,20240305
SOM372,2024-03-06,2024,Violence against civilians,Looting/property destruction,FDLR,,2,Civilians (Somalia),,7,27,Somalia,Banadir,,,Mogadishu,1.9948,45.724,1,BBC,"Violence against civilians between FDLR and Civilians (Somalia) in Mogadishu, Somalia.",1,20240306
ETH540,2024-03-08,2024,Violence against civilians,Attack,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Ethiopia,Amhara,,,Gondar,12.3609,36.8666,1,Local sources,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Gondar, Ethiopia.",3,20240308
SUD746,2024-03-08,2024,Explosions/Remote violence,Suicide bomb,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,Khartoum,,,Khartoum,15.2626,32.6592,1,Reuters,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in Khartoum, Sudan.",5,20240308
SUD777,2024-03-08,2024,Battles,Armed clash,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,West Darfur,,,El Geneina,13.5796,22.2478,1,UN OCHA,"Battles between Sudan Armed Forces and Rapid Support Forces in El Geneina, Sudan.",2,20240308
SUD943,2024-03-08,2024,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Khartoum,,,Khartoum,15.9321,33.2285,1,AFP,"Protests between Rioters (Sudan) and Sudan Armed Forces in Khartoum, Sudan.",3,20240308
SOM996,2024-03-09,2024,Explosions/Remote violence,IED/landmine/UVIED,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Hiraan,,,Beledweyne,4.204,45.0157,1,UN OCHA,"Explosions/Remote violence between Al-Shabaab and Civilians (Somalia) in Beledweyne, Somalia.",11,20240309
SUD163,2024-03-10,2024,Explosions/Remote violence,IED/landmine/UVIED,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,Khartoum,,,Khartoum,15.1059,32.1973,1,UN OCHA,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in Khartoum, Sudan.",2,20240310
SOM992,2024-03-10,2024,Violence against civilians,Attack,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Somalia,Galgaduud,,,Dhusamareb,5.4788,46.2798,1,UN OCHA,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Dhusamareb, Somalia.",0,20240310
SOM1188,2024-03-11,2024,Violence against civilians,Attack,FDLR,,2,Civilians (Somalia),,7,27,Somalia,Lower Shabelle,,,Afgooye,2.1477,44.9417,1,Radio Ergo,"Violence against civilians between FDLR and Civilians (Somalia) in Afgooye, Somalia.",1,20240311
SOM261,2024-03-12,2024,Battles,Government regains territory,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Bay,,,Baidoa,2.9759,43.5077,1,Radio Ergo,"Battles between Al-Shabaab and ATMIS Forces in Baidoa, Somalia.",4,20240312
ETH877,2024-03-12,2024,Protests,Protest with intervention,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Tigray,,,Axum,14.2228,38.8891,1,Local sources,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Axum, Ethiopia.",3,20240312
SOM981,2024-03-13,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Jubbaland Security Forces,,1,21,Somalia,Middle Juba,,,Bu'aale,0.9246,43.239,1,Radio Ergo,"Battles between Al-Shabaab and Jubbaland Security Forces in Bu'aale, Somalia.",2,20240313
SUD1091,2024-03-13,2024,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,West Darfur,,,El Geneina,12.8102,22.6025,1,Reuters,"Riots between Rioters (Sudan) and Rapid Support Forces in El Geneina, Sudan.",1,20240313
ETH872,2024-03-14,2024,Battles,Armed clash,Fano (Amhara Militia),,3,Oromo Liberation Army,,2,32,Ethiopia,Amhara,,,Bahir Dar,11.8219,37.6562,1,BBC,"Battles between Fano (Amhara Militia) and Oromo Liberation Army in Bahir Dar, Ethiopia.",5,20240314
SUD895,2024-03-15,2024,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,Blue Nile,,,Ed Damazin,11.6728,34.1028,1,AFP,"Riots between Rioters (Sudan) and Rapid Support Forces in Ed Damazin, Sudan.",5,20240315
DEM727,2024-03-17,2024,Battles,Government regains territory,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Beni,0.4617,29.2777,1,BBC,"Battles between MONUSCO Forces and M23 in Beni, Democratic Republic of Congo.",4,20240317
DEM61,2024-03-19,2024,Battles,Government regains territory,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Goma,-1.764,28.9107,1,Radio Ergo,"Battles between Armed Forces of the DRC (FARDC) and M23 in Goma, Democratic Republic of Congo.",8,20240319
DEM1070,2024-03-19,2024,Violence against civilians,Looting/property destruction,M23,,2,Civilians (Somalia),,7,27,Democratic Republic of Congo,Maniema,,,Kindu,-2.7301,25.992,1,Reuters,"Violence against civilians between M23 and Civilians (Somalia) in Kindu, Democratic Republic of Congo.",4,20240319
SOM332,2024-03-20,2024,Violence against civilians,Abduction/forced disappearance,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Somalia,Bay,,,Baidoa,3.1617,43.8352,1,Radio Ergo,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Baidoa, Somalia.",0,20240320
SUD772,2024-03-20,2024,Battles,Government regains territory,Rapid Support Forces,,3,Sudan People's Liberation Movement-North,,2,32,Sudan,North Darfur,,,El Fasher,13.6534,24.909,1,Radio Ergo,"Battles between Rapid Support Forces and Sudan People's Liberation Movement-North in El Fasher, Sudan.",3,20240320
SOM165,2024-03-21,2024,Explosions/Remote violence,Air/drone strike,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Bay,,,Baidoa,3.4888,43.8421,1,AFP,"Explosions/Remote violence between Al-Shabaab and Civilians (Somalia) in Baidoa, Somalia.",3,20240321
ETH130,2024-03-22,2024,Protests,Protest with intervention,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Tigray,,,Mekelle,14.0221,39.1914,1,UN OCHA,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Mekelle, Ethiopia.",0,20240322
SOM482,2024-03-23,2024,Explosions/Remote violence,IED/landmine/UVIED,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Bay,,,Baidoa,3.2082,43.4614,1,Reuters,"Explosions/Remote violence between Al-Shabaab and Somalia National Army in Baidoa, Somalia.",1,20240323
SUD1090,2024-03-23,2024,Riots,Violent demonstration,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,South Darfur,,,Nyala,11.5937,24.8063,1,UN OCHA,"Riots between Rioters (Sudan) and Rapid Support Forces in Nyala, Sudan.",1,20240323
SOM147,2024-03-24,2024,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Somalia,Galgaduud,,,Dhusamareb,5.2252,46.7402,1,Local sources,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Dhusamareb, Somalia.",2,20240324
SUD684,2024-03-24,2024,Strategic developments,Agreement,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,South Darfur,,,Nyala,12.2692,25.0877,1,Radio Ergo,"Strategic developments between Sudan Armed Forces and Rapid Support Forces in Nyala, Sudan.",0,20240324
DEM1121,2024-03-24,2024,Battles,Government regains territory,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Goma,-1.8432,29.4407,1,Reuters,"Battles between Armed Forces of the DRC (FARDC) and M23 in Goma, Democratic Republic of Congo.",3,20240324
SUD136,2024-03-26,2024,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,North Darfur,,,El Fasher,13.3898,25.4395,1,AFP,"Protests between Rioters (Sudan) and Sudan Armed Forces in El Fasher, Sudan.",0,20240326
SOM713,2024-03-26,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Banadir,,,Mogadishu,2.3938,45.4455,1,Radio Ergo,"Battles between Al-Shabaab and ATMIS Forces in Mogadishu, Somalia.",3,20240326
SUD271,2024-03-27,2024,Explosions/Remote violence,IED/landmine/UVIED,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,Gedaref,,,Gedaref,14.4869,35.7209,1,BBC,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in Gedaref, Sudan.",2,20240327
ETH863,2024-03-27,2024,Battles,Non-state actor overtakes territory,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Amhara,,,Gondar,13.0393,37.5666,1,BBC,"Battles between Ethiopian National Defense Force and Tigray People's Liberation Front in Gondar, Ethiopia.",2,20240327
SUD44,2024-03-28,2024,Battles,Government regains territory,Rapid Support Forces,,3,Sudan People's Liberation Movement-North,,2,32,Sudan,South Darfur,,,Nyala,12.2554,24.1509,1,Radio Ergo,"Battles between Rapid Support Forces and Sudan People's Liberation Movement-North in Nyala, Sudan.",5,20240328
SUD519,2024-03-28,2024,Violence against civilians,Attack,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,Blue Nile,,,Ed Damazin,11.9814,34.2527,1,Radio Ergo,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in Ed Damazin, Sudan.",1,20240328
DEM547,2024-03-28,2024,Violence against civilians,Looting/property destruction,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Democratic Republic of Congo,Ituri,,,Bunia,1.3762,30.1148,1,UN OCHA,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Bunia, Democratic Republic of Congo.",3,20240328
SOM488,2024-03-29,2024,Strategic developments,Arrests,Somalia National Army,,1,Al-Shabaab,,2,12,Somalia,Lower Juba,,,Kismayo,-0.3651,42.4669,1,Local sources,"Strategic developments between Somalia National Army and Al-Shabaab in Kismayo, Somalia.",0,20240329
SOU109,2024-03-31,2024,Battles,Armed clash,South Sudan People's Defence Forces,,1,SPLM-IO,,2,12,South Sudan,Upper Nile,,,Malakal,9.819,31.6257,1,Radio Ergo,"Battles between South Sudan People's Defence Forces and SPLM-IO in Malakal, South Sudan.",7,20240331
DEM474,2024-03-31,2024,Violence against civilians,Abduction/forced disappearance,M23,,2,Civilians (Somalia),,7,27,Democratic Republic of Congo,South Kivu,,,Bukavu,-2.5128,28.4981,1,Local sources,"Violence against civilians between M23 and Civilians (Somalia) in Bukavu, Democratic Republic of Congo.",12,20240331
SUD545,2024-04-01,2024,Battles,Armed clash,Sudan Armed Forces,,1,Sudan People's Liberation Movement-North,,2,12,Sudan,Gedaref,,,Gedaref,14.6477,34.9282,1,Reuters,"Battles between Sudan Armed Forces and Sudan People's Liberation Movement-North in Gedaref, Sudan.",6,20240401
SOM340,2024-04-04,2024,Violence against civilians,Attack,M23,,2,Civilians (Somalia),,7,27,Somalia,Lower Shabelle,,,Afgooye,2.6771,45.0251,1,BBC,"Violence against civilians between M23 and Civilians (Somalia) in Afgooye, Somalia.",3,20240404
SOM438,2024-04-04,2024,Violence against civilians,Abduction/forced disappearance,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Somalia,Middle Juba,,,Bu'aale,1.3505,43.0762,1,UN OCHA,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Bu'aale, Somalia.",11,20240404
DEM942,2024-04-04,2024,Battles,Non-state actor overtakes territory,M23,,2,FDLR,,2,22,Democratic Republic of Congo,Maniema,,,Kindu,-2.793,25.8163,1,AFP,"Battles between M23 and FDLR in Kindu, Democratic Republic of Congo.",4,20240404
SUD964,2024-04-04,2024,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,West Darfur,,,El Geneina,13.7378,22.572,1,UN OCHA,"Protests between Rioters (Sudan) and Sudan Armed Forces in El Geneina, Sudan.",0,20240404
SOM118,2024-04-07,2024,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Somalia,Lower Juba,,,Kismayo,-0.2175,42.2775,1,Radio Ergo,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Kismayo, Somalia.",3,20240407
SOM330,2024-04-07,2024,Violence against civilians,Attack,M23,,2,Civilians (Somalia),,7,27,Somalia,Middle Juba,,,Bu'aale,1.0068,42.8324,1,Reuters,"Violence against civilians between M23 and Civilians (Somalia) in Bu'aale, Somalia.",3,20240407
ETH722,2024-04-07,2024,Violence against civilians,Attack,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Ethiopia,Oromia,,,Jimma,7.6423,37.2915,1,AFP,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Jimma, Ethiopia.",8,20240407
ETH307,2024-04-08,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Oromia,,,Jimma,7.8531,36.9263,1,UN OCHA,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Jimma, Ethiopia.",2,20240408
SUD508,2024-04-08,2024,Explosions/Remote violence,Air/drone strike,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,West Darfur,,,El Geneina,13.3261,21.5963,1,UN OCHA,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in El Geneina, Sudan.",8,20240408
ETH294,2024-04-09,2024,Battles,Government regains territory,Amhara Regional Forces,,1,Oromo Liberation Army,,2,12,Ethiopia,Tigray,,,Axum,13.8994,38.3385,1,BBC,"Battles between Amhara Regional Forces and Oromo Liberation Army in Axum, Ethiopia.",14,20240409
SOM1128,2024-04-09,2024,Battles,Armed clash,Al-Shabaab,,2,Jubbaland Security Forces,,1,21,Somalia,Galgaduud,,,Dhusamareb,5.4892,46.7764,1,AFP,"Battles between Al-Shabaab and Jubbaland Security Forces in Dhusamareb, Somalia.",0,20240409
SOM1161,2024-04-09,2024,Violence against civilians,Looting/property destruction,M23,,2,Civilians (Somalia),,7,27,Somalia,Hiraan,,,Beledweyne,4.5791,44.6466,1,Local sources,"Violence against civilians between M23 and Civilians (Somalia) in Beledweyne, Somalia.",5,20240409
